filename,actual_label,r1,r2,r3,label,video_location,tfrecord_filename
inflating/yt-DsquB3JlBRw_1.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-DsquB3JlBRw_1.tfrecord
inflating/getty-balloon-is-inflated-at-the-bristol-international-balloon-fiesta-at-video-id176740767_9.mp4,inflating,1,0,2,inflating,MIT_training,inflating/getty-balloon-is-inflated-at-the-bristol-international-balloon-fiesta-at-video-id176740767_9.tfrecord
inflating/yt-89RLtE8SemY_137.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-89RLtE8SemY_137.tfrecord
inflating/yt-NOQ38TXJafA_369.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-NOQ38TXJafA_369.tfrecord
blowing/yt-58taoJVsXYw_31.mp4,blowing,0,1,2,inflating,MIT_training,inflating/yt-58taoJVsXYw_31.tfrecord
inflating/yt-x70sMPgWmc8_378.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-x70sMPgWmc8_378.tfrecord
inflating/yt-hkaoeJKfmLc_887.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-hkaoeJKfmLc_887.tfrecord
inflating/vine-hYJ3ptp3Xpm_3.mp4,inflating,0,0,3,inflating,MIT_training,inflating/vine-hYJ3ptp3Xpm_3.tfrecord
inflating/yt-uS1Fc-AK-cA_118.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-uS1Fc-AK-cA_118.tfrecord
inflating/yt-ANsALWZ8nRg_4.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-ANsALWZ8nRg_4.tfrecord
inflating/yt-cbIRmp_CsFQ_28.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-cbIRmp_CsFQ_28.tfrecord
inflating/yt-xPa5jy2Di3s_55.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-xPa5jy2Di3s_55.tfrecord
blowing/yt-olm0Nv87sBQ_353.mp4,blowing,0,0,3,inflating,MIT_training,inflating/yt-olm0Nv87sBQ_353.tfrecord
inflating/yt-pkUaYJi7s4M_67.mp4,inflating,0,2,5,inflating,MIT_training,inflating/yt-pkUaYJi7s4M_67.tfrecord
blowing/yt-sJFbMQpz__U_70.mp4,blowing,0,1,2,inflating,MIT_training,inflating/yt-sJFbMQpz__U_70.tfrecord
inflating/vb-SANTA-PAULA-CA---JUL-26-A-balloon-crew-inflates-the-envelope-of-their-hot-air-balloon-at-the-Citrus-Classic-Hot-Air-Balloon-Festival-on-July-26-2013-in-Santa-Paula-CA-4kyaxnI_6.mp4,inflating,0,0,3,inflating,MIT_training,inflating/vb-SANTA-PAULA-CA---JUL-26-A-balloon-crew-inflates-the-envelope-of-their-hot-air-balloon-at-the-Citrus-Classic-Hot-Air-Balloon-Festival-on-July-26-2013-in-Santa-Paula-CA-4kyaxnI_6.tfrecord
blowing/yt-OmYV3euOWVY_1.mp4,blowing,0,1,2,inflating,MIT_training,inflating/yt-OmYV3euOWVY_1.tfrecord
inflating/yt-8-MAb-b-Liw_18.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-8-MAb-b-Liw_18.tfrecord
inflating/yt-UNuXvYEt_wo_168.mp4,inflating,2,1,4,inflating,MIT_training,inflating/yt-UNuXvYEt_wo_168.tfrecord
inflating/yt-URQJfGQaid4_71.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-URQJfGQaid4_71.tfrecord
inflating/yt-LXLJ1bfEQLo_270.mp4,inflating,0,1,3,inflating,MIT_training,inflating/yt-LXLJ1bfEQLo_270.tfrecord
inflating/nPHUafQXsuU_24.mp4,inflating,1,0,2,inflating,MIT_training,inflating/nPHUafQXsuU_24.tfrecord
blowing/yt-IoDjDQTv-q0_41.mp4,blowing,0,0,3,inflating,MIT_training,inflating/yt-IoDjDQTv-q0_41.tfrecord
inflating/yt-LXLJ1bfEQLo_147.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-LXLJ1bfEQLo_147.tfrecord
inflating/yt-UNuXvYEt_wo_155.mp4,inflating,1,0,6,inflating,MIT_training,inflating/yt-UNuXvYEt_wo_155.tfrecord
inflating/yt-4GAC5KK9j58_282.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-4GAC5KK9j58_282.tfrecord
inflating/yt-_ArCJg5MwL4_13.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-_ArCJg5MwL4_13.tfrecord
inflating/yt-btre6sXXilE_55.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-btre6sXXilE_55.tfrecord
inflating/yt-Voc7fo6j7rw_76.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-Voc7fo6j7rw_76.tfrecord
inflating/yt-gWeullkUtRU_216.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-gWeullkUtRU_216.tfrecord
inflating/yt-OHdSn_7pJDw_17.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-OHdSn_7pJDw_17.tfrecord
inflating/yt-z84sX_Tq1n0_38.mp4,inflating,1,0,2,inflating,MIT_validation,inflating/yt-z84sX_Tq1n0_38.tfrecord
inflating/yt-KuxjokSfamk_26.mp4,inflating,1,2,4,inflating,MIT_training,inflating/yt-KuxjokSfamk_26.tfrecord
inflating/yt-emz1DnfhGSU_64.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-emz1DnfhGSU_64.tfrecord
inflating/yt-y1ke5w8uF7M_124.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-y1ke5w8uF7M_124.tfrecord
inflating/yt-A5JyBAC6trg_9.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-A5JyBAC6trg_9.tfrecord
inflating/yt-KQe_iuejpy4_11.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-KQe_iuejpy4_11.tfrecord
blowing/yt-VuhqjdxnopQ_281.mp4,blowing,0,0,3,inflating,MIT_training,inflating/yt-VuhqjdxnopQ_281.tfrecord
inflating/yt-tFhDf3wvhvg_779.mp4,inflating,0,0,3,inflating,MIT_validation,inflating/yt-tFhDf3wvhvg_779.tfrecord
inflating/yt-4ZuL7FPPQzI_152.mp4,inflating,1,1,2,inflating,MIT_training,inflating/yt-4ZuL7FPPQzI_152.tfrecord
blowing/yt-ZgdUf5TRM4c_278.mp4,blowing,0,0,3,inflating,MIT_validation,inflating/yt-ZgdUf5TRM4c_278.tfrecord
inflating/yt-qh9HFcMSK9g_305.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-qh9HFcMSK9g_305.tfrecord
inflating/yt-eMX3S5fFAv8_306.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-eMX3S5fFAv8_306.tfrecord
blowing/yt-396r-yAxiYU_10.mp4,blowing,0,0,3,inflating,MIT_training,inflating/yt-396r-yAxiYU_10.tfrecord
inflating/yt-WgA5ZplkDBg_3.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-WgA5ZplkDBg_3.tfrecord
inflating/yt-ay_pMCFT4sM_76.mp4,inflating,0,1,2,inflating,MIT_validation,inflating/yt-ay_pMCFT4sM_76.tfrecord
inflating/yt-D1vclRtRfkA_82.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-D1vclRtRfkA_82.tfrecord
inflating/yt-7bx30OjrLnc_8.mp4,inflating,1,1,2,inflating,MIT_training,inflating/yt-7bx30OjrLnc_8.tfrecord
inflating/yt-ShgZ1Tu0g-Y_37.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-ShgZ1Tu0g-Y_37.tfrecord
inflating/yt-SICGkw0WYbE_46.mp4,inflating,0,0,3,inflating,MIT_validation,inflating/yt-SICGkw0WYbE_46.tfrecord
inflating/yt-XOdieGzp0n8_420.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-XOdieGzp0n8_420.tfrecord
blowing/yt-fiypMyjBcok_43.mp4,blowing,0,0,3,inflating,MIT_training,inflating/yt-fiypMyjBcok_43.tfrecord
inflating/vb-inflating-a-balloon-radiosonde-with-helium-used-to-determine-the-state-of-the-atmosphere-4k-bspijlbgio35nicw_3.mp4,inflating,0,0,3,inflating,MIT_training,inflating/vb-inflating-a-balloon-radiosonde-with-helium-used-to-determine-the-state-of-the-atmosphere-4k-bspijlbgio35nicw_3.tfrecord
inflating/yt-3W7QgRdEUPc_275.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-3W7QgRdEUPc_275.tfrecord
inflating/yt-T5ZADisiQhk_134.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-T5ZADisiQhk_134.tfrecord
inflating/yt-hCxeICuIs3w_2.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-hCxeICuIs3w_2.tfrecord
inflating/yt-7F_7JDA_52k_264.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-7F_7JDA_52k_264.tfrecord
inflating/yt-89RLtE8SemY_94.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-89RLtE8SemY_94.tfrecord
inflating/yt-iRZYh8e-11E_49.mp4,inflating,0,0,3,inflating,MIT_validation,inflating/yt-iRZYh8e-11E_49.tfrecord
inflating/yt-gNgTn5xIzCE_15.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-gNgTn5xIzCE_15.tfrecord
blowing/I_5jCg7uoww_3.mp4,blowing,0,0,3,inflating,MIT_training,inflating/I_5jCg7uoww_3.tfrecord
inflating/yt-HzWEOpEKu2Y_178.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-HzWEOpEKu2Y_178.tfrecord
inflating/YxvHDkVlimc_111.mp4,inflating,1,0,2,inflating,MIT_training,inflating/YxvHDkVlimc_111.tfrecord
blowing/yt-eZroipHjbP0_18.mp4,blowing,1,0,2,inflating,MIT_training,inflating/yt-eZroipHjbP0_18.tfrecord
inflating/yt-MyEhXvD6QYk_93.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-MyEhXvD6QYk_93.tfrecord
inflating/yt-5hVcCJk9raE_15.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-5hVcCJk9raE_15.tfrecord
inflating/getty-high-angle-spadefoot-toad-floating-in-water-calling-usa-video-id153940752_1.mp4,inflating,1,0,2,inflating,MIT_training,inflating/getty-high-angle-spadefoot-toad-floating-in-water-calling-usa-video-id153940752_1.tfrecord
blowing/yt-IGwq4AI8Y38_83.mp4,blowing,0,0,3,inflating,MIT_training,inflating/yt-IGwq4AI8Y38_83.tfrecord
blowing/yt-pzqwnbNqwLo_45.mp4,blowing,1,0,2,inflating,MIT_validation,inflating/yt-pzqwnbNqwLo_45.tfrecord
inflating/yt-FyVYA_xp30E_81.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-FyVYA_xp30E_81.tfrecord
inflating/yt-5FNSvwp__6I_37.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-5FNSvwp__6I_37.tfrecord
inflating/yt-XzMPRiq2nNM_42.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-XzMPRiq2nNM_42.tfrecord
blowing/yt-maymQ_gxL7w_14.mp4,blowing,0,0,3,inflating,MIT_training,inflating/yt-maymQ_gxL7w_14.tfrecord
inflating/yt-Cpp-3DS9mVM_8.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-Cpp-3DS9mVM_8.tfrecord
inflating/yt-SwrVcJe-5TA_205.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-SwrVcJe-5TA_205.tfrecord
inflating/yt-QfsBuK4A_Po_85.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-QfsBuK4A_Po_85.tfrecord
inflating/vine-Minz9OVqdtI_1.mp4,inflating,0,1,2,inflating,MIT_training,inflating/vine-Minz9OVqdtI_1.tfrecord
inflating/yt-dFfXhTQBwWI_29.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-dFfXhTQBwWI_29.tfrecord
inflating/yt-9jJ4_NNJKZI_113.mp4,inflating,1,0,2,inflating,MIT_validation,inflating/yt-9jJ4_NNJKZI_113.tfrecord
blowing/yt-4KpPPylFUq8_60.mp4,blowing,0,0,3,inflating,MIT_training,inflating/yt-4KpPPylFUq8_60.tfrecord
inflating/yt-NLMPjXBZXaU_16.mp4,inflating,1,0,2,inflating,MIT_validation,inflating/yt-NLMPjXBZXaU_16.tfrecord
inflating/yt-UVtlKX2mTWM_35.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-UVtlKX2mTWM_35.tfrecord
inflating/yt-ndd-6mS1S5s_226.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-ndd-6mS1S5s_226.tfrecord
inflating/yt-ctpG3ivODWs_24.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-ctpG3ivODWs_24.tfrecord
blowing/yt-UN6GXJiqeiA_29.mp4,blowing,0,1,2,inflating,MIT_training,inflating/yt-UN6GXJiqeiA_29.tfrecord
inflating/yt-btre6sXXilE_6.mp4,inflating,0,0,7,inflating,MIT_training,inflating/yt-btre6sXXilE_6.tfrecord
inflating/yt-COPetIGwBuA_228.mp4,inflating,0,0,4,inflating,MIT_training,inflating/yt-COPetIGwBuA_228.tfrecord
inflating/vine-Inflating-and-deflating-a-balloon-in-less-than-6-seconds-MjZ9TlxI7hw_1.mp4,inflating,0,0,3,inflating,MIT_training,inflating/vine-Inflating-and-deflating-a-balloon-in-less-than-6-seconds-MjZ9TlxI7hw_1.tfrecord
blowing/yt-lRPSpBoYZq0_43.mp4,blowing,0,0,3,inflating,MIT_training,inflating/yt-lRPSpBoYZq0_43.tfrecord
inflating/hcJTu3ZusMk_82.mp4,inflating,0,0,3,inflating,MIT_training,inflating/hcJTu3ZusMk_82.tfrecord
inflating/KA3IDHTBdsY_106.mp4,inflating,0,0,3,inflating,MIT_training,inflating/KA3IDHTBdsY_106.tfrecord
inflating/yt-vRmldM5Wcs4_261.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-vRmldM5Wcs4_261.tfrecord
inflating/yt-n-4h75eQFXk_128.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-n-4h75eQFXk_128.tfrecord
blowing/yt-LmQfBsYjEgM_147.mp4,blowing,0,1,2,inflating,MIT_training,inflating/yt-LmQfBsYjEgM_147.tfrecord
inflating/yt-wkV4LJ9q66s_90.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-wkV4LJ9q66s_90.tfrecord
inflating/yt-D1vclRtRfkA_133.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-D1vclRtRfkA_133.tfrecord
blowing/yt-nimoZaqx83M_34.mp4,blowing,0,1,2,inflating,MIT_training,inflating/yt-nimoZaqx83M_34.tfrecord
inflating/yt-vID4qdqJjRQ_16.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-vID4qdqJjRQ_16.tfrecord
inflating/yt-2tcgNJzC22Q_47.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-2tcgNJzC22Q_47.tfrecord
inflating/yt-m56-YCJoij4_70.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-m56-YCJoij4_70.tfrecord
inflating/yt-PJyVUH6hEvk_113.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-PJyVUH6hEvk_113.tfrecord
inflating/yt-GSwuI1vS3_0_19.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-GSwuI1vS3_0_19.tfrecord
inflating/yt-VoSXT1YMWLc_23.mp4,inflating,0,0,3,inflating,MIT_validation,inflating/yt-VoSXT1YMWLc_23.tfrecord
inflating/yt-DQ5yQmat9PE_10.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-DQ5yQmat9PE_10.tfrecord
inflating/yt-TZqnXabFpm0_411.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-TZqnXabFpm0_411.tfrecord
inflating/yt-VT-B_RBfT1A_16.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-VT-B_RBfT1A_16.tfrecord
blowing/yt-QN6xbCArHHs_68.mp4,blowing,0,1,2,inflating,MIT_training,inflating/yt-QN6xbCArHHs_68.tfrecord
inflating/yt-oIKZPrOj56U_170.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-oIKZPrOj56U_170.tfrecord
inflating/yt-pnbuaKjE5cE_58.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-pnbuaKjE5cE_58.tfrecord
inflating/yt-MHYCAn1PzoQ_783.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-MHYCAn1PzoQ_783.tfrecord
inflating/yt-3J2ncbOrXJA_70.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-3J2ncbOrXJA_70.tfrecord
inflating/yt-yQ_i9cKlT2s_48.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-yQ_i9cKlT2s_48.tfrecord
inflating/yt-QQyATelMbV4_268.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-QQyATelMbV4_268.tfrecord
inflating/yt-ZGVM9mWe_w4_960.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-ZGVM9mWe_w4_960.tfrecord
inflating/yt-vRmldM5Wcs4_89.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-vRmldM5Wcs4_89.tfrecord
inflating/yt-k3r9QEfkxbs_21.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-k3r9QEfkxbs_21.tfrecord
inflating/yt-JKC64ydviIc_17.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-JKC64ydviIc_17.tfrecord
blowing/yt-WpFeHTVa4P0_26.mp4,blowing,0,0,3,inflating,MIT_training,inflating/yt-WpFeHTVa4P0_26.tfrecord
inflating/yt-VT-B_RBfT1A_62.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-VT-B_RBfT1A_62.tfrecord
inflating/yt-E4v82PyU3Jg_370.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-E4v82PyU3Jg_370.tfrecord
inflating/yt-8Y-u568W3tk_198.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-8Y-u568W3tk_198.tfrecord
inflating/yt-Cpp-3DS9mVM_250.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-Cpp-3DS9mVM_250.tfrecord
blowing/yt-Ur2MLSo_UjI_75.mp4,blowing,0,1,2,inflating,MIT_training,inflating/yt-Ur2MLSo_UjI_75.tfrecord
inflating/bing-www_msn_com_en-us_video_watch_inflating-tires-with-car-exhaust_vi-AAgLLpX_43.mp4,inflating,1,0,2,inflating,MIT_training,inflating/bing-www_msn_com_en-us_video_watch_inflating-tires-with-car-exhaust_vi-AAgLLpX_43.tfrecord
blowing/yt-H-QCQnBPjr4_212.mp4,blowing,1,0,2,inflating,MIT_training,inflating/yt-H-QCQnBPjr4_212.tfrecord
inflating/yt-R3OjalT2qq8_5.mp4,inflating,0,0,3,inflating,MIT_validation,inflating/yt-R3OjalT2qq8_5.tfrecord
inflating/yt-0NG3Kxu5ViQ_9.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-0NG3Kxu5ViQ_9.tfrecord
inflating/yt-BBfAIgyWNTQ_87.mp4,inflating,0,1,2,inflating,MIT_training,inflating/yt-BBfAIgyWNTQ_87.tfrecord
inflating/vine-Inflating-MnDjL0YbwYE_3.mp4,inflating,0,1,2,inflating,MIT_training,inflating/vine-Inflating-MnDjL0YbwYE_3.tfrecord
inflating/yt-LXLJ1bfEQLo_170.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-LXLJ1bfEQLo_170.tfrecord
inflating/yt-lviAX9WyZRc_9.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-lviAX9WyZRc_9.tfrecord
inflating/yt-udvXmhIAq9Q_63.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-udvXmhIAq9Q_63.tfrecord
inflating/yt-hcJTu3ZusMk_34.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-hcJTu3ZusMk_34.tfrecord
blowing/yt-t7r-p18XhWM_8.mp4,blowing,0,0,3,inflating,MIT_training,inflating/yt-t7r-p18XhWM_8.tfrecord
inflating/yt-B6q0HcgOfTg_831.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-B6q0HcgOfTg_831.tfrecord
inflating/yt-n-8A5XmFiCY_45.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-n-8A5XmFiCY_45.tfrecord
inflating/yt-cwe9UIQYzvU_333.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-cwe9UIQYzvU_333.tfrecord
inflating/yt-YUJeTSHrptQ_23.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-YUJeTSHrptQ_23.tfrecord
inflating/yt-LKUDLkQdebg_47.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-LKUDLkQdebg_47.tfrecord
inflating/yt-x70sMPgWmc8_432.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-x70sMPgWmc8_432.tfrecord
inflating/yt-lrs2k6qpxF0_7.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-lrs2k6qpxF0_7.tfrecord
inflating/yt-bn0L9_B2-_4_49.mp4,inflating,0,0,3,inflating,MIT_training,inflating/yt-bn0L9_B2-_4_49.tfrecord
inflating/yt-W5jGYtrdL4Q_47.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-W5jGYtrdL4Q_47.tfrecord
inflating/yt-DV4rz5eAcv4_35.mp4,inflating,1,0,2,inflating,MIT_training,inflating/yt-DV4rz5eAcv4_35.tfrecord
