,filename,MIT label,AVMIT label,tfrecord_filename
60,drumming/getty-brazilian-drumline-perform-at-evening-outdoor-concert-in-the-streets-video-id645843755_9.mp4,drumming,drumming,drumming/getty-brazilian-drumline-perform-at-evening-outdoor-concert-in-the-streets-video-id645843755_9.tfrecord
61,drumming/yt-eB832i7tMxE_27.mp4,drumming,drumming,drumming/yt-eB832i7tMxE_27.tfrecord
62,sanding/yt-bdTzZbu8MJ0_9.mp4,sanding,sanding,sanding/yt-bdTzZbu8MJ0_9.tfrecord
63,howling/vine-Howling-puppie-prt-2-h0AatJEHeZJ_3.mp4,howling,howling,howling/vine-Howling-puppie-prt-2-h0AatJEHeZJ_3.tfrecord
64,drenching/getty-heavy-rain-video-id166621168_6.mp4,drenching,pouring,pouring/getty-heavy-rain-video-id166621168_6.tfrecord
65,whistling/yt-gxnvxtYfsd4_25.mp4,whistling,whistling,whistling/yt-gxnvxtYfsd4_25.tfrecord
66,blowing/yt-vwLZDj6gfzw_19.mp4,blowing,inflating,inflating/yt-vwLZDj6gfzw_19.tfrecord
67,mowing/yt-_deYCMIHh-Q_62.mp4,mowing,mowing,mowing/yt-_deYCMIHh-Q_62.tfrecord
68,shredding/yt-ADWSdw8C3Og_29.mp4,shredding,shredding,shredding/yt-ADWSdw8C3Og_29.tfrecord
69,whistling/yt-N3P4snDEK0Y_24.mp4,whistling,whistling,whistling/yt-N3P4snDEK0Y_24.tfrecord
70,dripping/yt-RtYFf4jHcUw_18.mp4,dripping,raining,raining/yt-RtYFf4jHcUw_18.tfrecord
71,howling/vine-Mqdv763z1Md_2.mp4,howling,howling,howling/vine-Mqdv763z1Md_2.tfrecord
72,inflating/yt-7jMu-zRwEBM_26.mp4,inflating,inflating,inflating/yt-7jMu-zRwEBM_26.tfrecord
73,cooking/getty-couple-in-kitchen-together-prepare-meal-video-id460937430_3.mp4,cooking,frying,frying/getty-couple-in-kitchen-together-prepare-meal-video-id460937430_3.tfrecord
74,drumming/yt-CXCD1s9Efks_9.mp4,drumming,drumming,drumming/yt-CXCD1s9Efks_9.tfrecord
75,shredding/yt-VikcRSaTnOg_13.mp4,shredding,shredding,shredding/yt-VikcRSaTnOg_13.tfrecord
76,raining/yt-p6qekgwjFic_26.mp4,raining,raining,raining/yt-p6qekgwjFic_26.tfrecord
77,laughing/yt-yuXGpUR7fXA_83.mp4,laughing,giggling,giggling/yt-yuXGpUR7fXA_83.tfrecord
78,barking/yt-EBfTlfZeejY_58.mp4,barking,barking,barking/yt-EBfTlfZeejY_58.tfrecord
79,sneezing/getty-woman-suffering-from-flu-video-id499494144_6.mp4,sneezing,sneezing,sneezing/getty-woman-suffering-from-flu-video-id499494144_6.tfrecord
80,cooking/getty-beef-grill-video-id583684940_3.mp4,cooking,frying,frying/getty-beef-grill-video-id583684940_3.tfrecord
81,splashing/getty-bottlenosed-dolphins-courting-with-splashing-and-tail-slap-video-id699576865_24.mp4,splashing,diving,diving/getty-bottlenosed-dolphins-courting-with-splashing-and-tail-slap-video-id699576865_24.tfrecord
82,swimming/flickr-7-9-0-6-5-8-8-5-2879065885_2.mp4,swimming,diving,diving/flickr-7-9-0-6-5-8-8-5-2879065885_2.tfrecord
83,barking/yt-o5M9Mpcsxfo_48.mp4,barking,barking,barking/yt-o5M9Mpcsxfo_48.tfrecord
84,mowing/yt-CiQF5LGHLjM_16.mp4,mowing,mowing,mowing/yt-CiQF5LGHLjM_16.tfrecord
85,howling/yt-aaDDMj-T6F8_31.mp4,howling,howling,howling/yt-aaDDMj-T6F8_31.tfrecord
86,drumming/getty-dramatic-reenactment-depicting-people-rising-up-against-the-during-video-id639620552_17.mp4,drumming,drumming,drumming/getty-dramatic-reenactment-depicting-people-rising-up-against-the-during-video-id639620552_17.tfrecord
87,drumming/yt-bJyWpVER8dc_22.mp4,drumming,drumming,drumming/yt-bJyWpVER8dc_22.tfrecord
88,mowing/yt-6ISw5ODvKNo_92.mp4,mowing,mowing,mowing/yt-6ISw5ODvKNo_92.tfrecord
89,shredding/yt-kyZVMw2dOeU_29.mp4,shredding,shredding,shredding/yt-kyZVMw2dOeU_29.tfrecord
90,whistling/yt-svcFPxxmmAA_35.mp4,whistling,whistling,whistling/yt-svcFPxxmmAA_35.tfrecord
91,blowing/getty-car-dealership-sign-bounces-off-pickup-truck-as-it-falls-in-wind-video-id1BR8670_0006_5.mp4,blowing,inflating,inflating/getty-car-dealership-sign-bounces-off-pickup-truck-as-it-falls-in-wind-video-id1BR8670_0006_5.tfrecord
92,inflating/yt-q2Q-taHAo7Q_34.mp4,inflating,inflating,inflating/yt-q2Q-taHAo7Q_34.tfrecord
93,filling/getty_R-pouring-a-glass-of-lemonade-video-idrbfrp03438_1.mp4,filling,pouring,pouring/getty_R-pouring-a-glass-of-lemonade-video-idrbfrp03438_1.tfrecord
94,tapping/yt-tDOEJTPwSrA_519.mp4,tapping,tapping,tapping/yt-tDOEJTPwSrA_519.tfrecord
95,sneezing/yt-eKlVKajBjJc_39.mp4,sneezing,sneezing,sneezing/yt-eKlVKajBjJc_39.tfrecord
96,vacuuming/yt-PY52l6YSYHQ_54.mp4,vacuuming,vacuuming,vacuuming/yt-PY52l6YSYHQ_54.tfrecord
97,inflating/yt-g2AEl3CwNZ0_5.mp4,inflating,inflating,inflating/yt-g2AEl3CwNZ0_5.tfrecord
98,drumming/yt-vmUfpAd-Uvs_448.mp4,drumming,drumming,drumming/yt-vmUfpAd-Uvs_448.tfrecord
99,tapping/getty-medium-shot-man-listening-to-headphones-and-tapping-pencil-on-desk-in-video-id1248-174_2.mp4,tapping,tapping,tapping/getty-medium-shot-man-listening-to-headphones-and-tapping-pencil-on-desk-in-video-id1248-174_2.tfrecord
100,blowing/getty-very-large-wind-turbine-on-hill-red-r3d-4k-video-id529473403_14.mp4,blowing,inflating,inflating/getty-very-large-wind-turbine-on-hill-red-r3d-4k-video-id529473403_14.tfrecord
101,drumming/yt-nHpvrpLtONU_74.mp4,drumming,drumming,drumming/yt-nHpvrpLtONU_74.tfrecord
102,drumming/flickr-6-6-5-7-0-8-8-6-3566570886_27.mp4,drumming,drumming,drumming/flickr-6-6-5-7-0-8-8-6-3566570886_27.tfrecord
103,shredding/getty-close-up-of-shredded-paper-ejected-from-paper-shredder-video-id135977859_11.mp4,shredding,shredding,shredding/getty-close-up-of-shredded-paper-ejected-from-paper-shredder-video-id135977859_11.tfrecord
104,laughing/yt-YBjzG2nH2g0_26.mp4,laughing,giggling,giggling/yt-YBjzG2nH2g0_26.tfrecord
105,sanding/yt-VT9AQ3h0eKo_35.mp4,sanding,sanding,sanding/yt-VT9AQ3h0eKo_35.tfrecord
106,raining/yt-HEpgktnN7gI_35.mp4,raining,raining,raining/yt-HEpgktnN7gI_35.tfrecord
107,drumming/IWduEWYwd1o_280.mp4,drumming,drumming,drumming/IWduEWYwd1o_280.tfrecord
108,blowing/getty-windy-field-video-id472858371_1.mp4,blowing,inflating,inflating/getty-windy-field-video-id472858371_1.tfrecord
109,shredding/yt-SfddZsgWFOo_29.mp4,shredding,shredding,shredding/yt-SfddZsgWFOo_29.tfrecord
110,raining/yt-SeUjPHMiFag_185.mp4,raining,raining,raining/yt-SeUjPHMiFag_185.tfrecord
111,raining/yt-Dw5FwbMzLZM_560.mp4,raining,raining,raining/yt-Dw5FwbMzLZM_560.tfrecord
112,drumming/getty-studio-shot-of-teenage-boy-playing-drums-video-id86448470_9.mp4,drumming,drumming,drumming/getty-studio-shot-of-teenage-boy-playing-drums-video-id86448470_9.tfrecord
113,vacuuming/getty-hands-of-woman-with-vacuum-cleaner-vacuuming-curtain-video-id492-129_8.mp4,vacuuming,vacuuming,vacuuming/getty-hands-of-woman-with-vacuum-cleaner-vacuuming-curtain-video-id492-129_8.tfrecord
114,filling/getty-view-of-combine-filling-truck-in-cornfield-video-id640912224_13.mp4,filling,pouring,pouring/getty-view-of-combine-filling-truck-in-cornfield-video-id640912224_13.tfrecord
115,mowing/vine-hDrMMiawbe3_1.mp4,mowing,mowing,mowing/vine-hDrMMiawbe3_1.tfrecord
116,barking/vine-MFxgaerPbhD_3.mp4,barking,barking,barking/vine-MFxgaerPbhD_3.tfrecord
117,drumming/yt-eDbHvQeXM5I_134.mp4,drumming,drumming,drumming/yt-eDbHvQeXM5I_134.tfrecord
118,mowing/yt-ibPVf_y3tqI_29.mp4,mowing,mowing,mowing/yt-ibPVf_y3tqI_29.tfrecord
119,mowing/yt-Zofwo-CXGWw_26.mp4,mowing,mowing,mowing/yt-Zofwo-CXGWw_26.tfrecord
120,laughing/yt-PtRwJ3HEnpA_35.mp4,laughing,giggling,giggling/yt-PtRwJ3HEnpA_35.tfrecord
121,splashing/yt-fVhdPj4brnY_112.mp4,splashing,diving,diving/yt-fVhdPj4brnY_112.tfrecord
122,barking/yt-J0XfQAfO744_12.mp4,barking,barking,barking/yt-J0XfQAfO744_12.tfrecord
123,giggling/giphy-c7Dei4GoHB7bO_0.mp4,giggling,giggling,giggling/giphy-c7Dei4GoHB7bO_0.tfrecord
124,laughing/giphy-GwRo463Knn49a_0.mp4,laughing,giggling,giggling/giphy-GwRo463Knn49a_0.tfrecord
125,swimming/flickr-2-9-9-3661204299_3.mp4,swimming,diving,diving/flickr-2-9-9-3661204299_3.tfrecord
126,whistling/yt-EMHexvgRV40_16.mp4,whistling,whistling,whistling/yt-EMHexvgRV40_16.tfrecord
127,diving/yt-SqSc__VZgck_15.mp4,diving,diving,diving/yt-SqSc__VZgck_15.tfrecord
128,howling/giphy-u9ZqRUvjL3oTm_0.mp4,howling,howling,howling/giphy-u9ZqRUvjL3oTm_0.tfrecord
129,barking/getty-howling-bear-video-id462929145_5.mp4,barking,barking,barking/getty-howling-bear-video-id462929145_5.tfrecord
130,inflating/yt-Z0sGTygQt_w_248.mp4,inflating,inflating,inflating/yt-Z0sGTygQt_w_248.tfrecord
131,howling/vine-That-dog-keeps-on-freaking-me-out-with-his-howling-hrOIL6x0OZm_3.mp4,howling,howling,howling/vine-That-dog-keeps-on-freaking-me-out-with-his-howling-hrOIL6x0OZm_3.tfrecord
132,laughing/yt--3WySgnxsXQ_358.mp4,laughing,giggling,giggling/yt--3WySgnxsXQ_358.tfrecord
133,sneezing/yt-ce6aUvCKpbU_2.mp4,sneezing,sneezing,sneezing/yt-ce6aUvCKpbU_2.tfrecord
134,drumming/yt-5M80ZTWfzOU_21.mp4,drumming,drumming,drumming/yt-5M80ZTWfzOU_21.tfrecord
135,boiling/vb-boiler-on-fire-nature-ratnlhemiookh7mg_5.mp4,boiling,frying,frying/vb-boiler-on-fire-nature-ratnlhemiookh7mg_5.tfrecord
136,mowing/flickr-5-6-2-3-4-9-2-7-2756234927_2.mp4,mowing,mowing,mowing/flickr-5-6-2-3-4-9-2-7-2756234927_2.tfrecord
137,vacuuming/yt-m3K5qv5KRU0_265.mp4,vacuuming,vacuuming,vacuuming/yt-m3K5qv5KRU0_265.tfrecord
138,shredding/yt-_H9--snocrs_21.mp4,shredding,shredding,shredding/yt-_H9--snocrs_21.tfrecord
139,raining/yt-CxZIPw_W0YE_35.mp4,raining,raining,raining/yt-CxZIPw_W0YE_35.tfrecord
140,sanding/yt-YSv6rvZCDZA_345.mp4,sanding,sanding,sanding/yt-YSv6rvZCDZA_345.tfrecord
141,giggling/flickr-2-7-7-0-6-6-8-3-24727706683_43.mp4,giggling,giggling,giggling/flickr-2-7-7-0-6-6-8-3-24727706683_43.tfrecord
142,sneezing/yt-rYTNneQznls_3.mp4,sneezing,sneezing,sneezing/yt-rYTNneQznls_3.tfrecord
143,diving/flickr-1-3-1-0-5-6-6-6-3513105666_13.mp4,diving,diving,diving/flickr-1-3-1-0-5-6-6-6-3513105666_13.tfrecord
144,mowing/yt-9BNV0j9gzVM_11.mp4,mowing,mowing,mowing/yt-9BNV0j9gzVM_11.tfrecord
145,giggling/wc-u8vZKNJYqwa0_8.mp4,giggling,giggling,giggling/wc-u8vZKNJYqwa0_8.tfrecord
146,mowing/flickr-4-1-8-0-4-9-3-4-16241804934_38.mp4,mowing,mowing,mowing/flickr-4-1-8-0-4-9-3-4-16241804934_38.tfrecord
147,tapping/vine-practice-tapping-majorscale-pijama-h36HTt7qBPO_2.mp4,tapping,tapping,tapping/vine-practice-tapping-majorscale-pijama-h36HTt7qBPO_2.tfrecord
148,giggling/flickr-6-4-4-5-9-7-7-9-8964459779_25.mp4,giggling,giggling,giggling/flickr-6-4-4-5-9-7-7-9-8964459779_25.tfrecord
149,vacuuming/vine-hd35w7FHt5X_1.mp4,vacuuming,vacuuming,vacuuming/vine-hd35w7FHt5X_1.tfrecord
150,howling/yt-cWpq8z3gTqQ_86.mp4,howling,howling,howling/yt-cWpq8z3gTqQ_86.tfrecord
151,sanding/yt--orecnYvpNw_33.mp4,sanding,sanding,sanding/yt--orecnYvpNw_33.tfrecord
152,mowing/yt-AwbInAggOOA_62.mp4,mowing,mowing,mowing/yt-AwbInAggOOA_62.tfrecord
153,whistling/yt-ZsFtFVp3Krs_6.mp4,whistling,whistling,whistling/yt-ZsFtFVp3Krs_6.tfrecord
154,howling/vine-MTaq360ePvO_2.mp4,howling,howling,howling/vine-MTaq360ePvO_2.tfrecord
155,drumming/getty-brazil-olinda-music-and-carnival-video-id460061008_10.mp4,drumming,drumming,drumming/getty-brazil-olinda-music-and-carnival-video-id460061008_10.tfrecord
156,drumming/giphy-3oFyDkNiB7qq5QbpbG_0.mp4,drumming,drumming,drumming/giphy-3oFyDkNiB7qq5QbpbG_0.tfrecord
157,sneezing/vine-I-caught-myself-sneezing-LOOOOL-hQp5I9EPlBv_1.mp4,sneezing,sneezing,sneezing/vine-I-caught-myself-sneezing-LOOOOL-hQp5I9EPlBv_1.tfrecord
158,shredding/6nROrmYOJCI_127.mp4,shredding,shredding,shredding/6nROrmYOJCI_127.tfrecord
159,sanding/giphy-JOoFz7dab2Kty_1.mp4,sanding,sanding,sanding/giphy-JOoFz7dab2Kty_1.tfrecord
160,sneezing/yt-2uFLOJYKj_I_2.mp4,sneezing,sneezing,sneezing/yt-2uFLOJYKj_I_2.tfrecord
161,tapping/yt-aYM9EzJAnls_88.mp4,tapping,tapping,tapping/yt-aYM9EzJAnls_88.tfrecord
162,tapping/yt-jOt7GNlR0S8_1.mp4,tapping,tapping,tapping/yt-jOt7GNlR0S8_1.tfrecord
163,sneezing/giphy-Vr189gy3bWifm_0.mp4,sneezing,sneezing,sneezing/giphy-Vr189gy3bWifm_0.tfrecord
164,drenching/getty-rain-falling-and-steam-rising-from-the-great-bath-at-the-roman-bath-video-id503772210_4.mp4,drenching,pouring,pouring/getty-rain-falling-and-steam-rising-from-the-great-bath-at-the-roman-bath-video-id503772210_4.tfrecord
165,cooking/giphy-j7VvauwOl8Jiw_0.mp4,cooking,frying,frying/giphy-j7VvauwOl8Jiw_0.tfrecord
166,barking/vine-She-barking-at-the-cat-cat-dog-puppy-playing-h9Kt7gPqLuF_2.mp4,barking,barking,barking/vine-She-barking-at-the-cat-cat-dog-puppy-playing-h9Kt7gPqLuF_2.tfrecord
167,giggling/giphy-3orif3H4sPpQvfV0Gc_0.mp4,giggling,giggling,giggling/giphy-3orif3H4sPpQvfV0Gc_0.tfrecord
168,barking/vine-New-dog-NoSleep-Loud-Barking-h0I79ZBi9Wr_3.mp4,barking,barking,barking/vine-New-dog-NoSleep-Loud-Barking-h0I79ZBi9Wr_3.tfrecord
169,sneezing/giphy-xTeV7RFhQTWtwLT9mg_1.mp4,sneezing,sneezing,sneezing/giphy-xTeV7RFhQTWtwLT9mg_1.tfrecord
170,sneezing/vine-hrYK9QvB1Du_3.mp4,sneezing,sneezing,sneezing/vine-hrYK9QvB1Du_3.tfrecord
171,barking/vine-MhmqhPvgdvQ_2.mp4,barking,barking,barking/vine-MhmqhPvgdvQ_2.tfrecord
172,splashing/yt-IEEENsZnu48_61.mp4,splashing,diving,diving/yt-IEEENsZnu48_61.tfrecord
173,swimming/Rvm6jCu9rKI_234.mp4,swimming,diving,diving/Rvm6jCu9rKI_234.tfrecord
174,mowing/yt-OdCfkzm92vw_14.mp4,mowing,mowing,mowing/yt-OdCfkzm92vw_14.tfrecord
175,sanding/yt-7NPNxp9_TFg_100.mp4,sanding,sanding,sanding/yt-7NPNxp9_TFg_100.tfrecord
176,dripping/giphy-3orieTpc9MU41ljdhm_0.mp4,dripping,raining,raining/giphy-3orieTpc9MU41ljdhm_0.tfrecord
177,laughing/yt-8AUSj84rIWM_35.mp4,laughing,giggling,giggling/yt-8AUSj84rIWM_35.tfrecord
178,barking/vine-Zelda-barking-cute-sugarglider-sugargliderdontcare-cats-comedy-sweet-hg5U05P2P7r_2.mp4,barking,barking,barking/vine-Zelda-barking-cute-sugarglider-sugargliderdontcare-cats-comedy-sweet-hg5U05P2P7r_2.tfrecord
179,boiling/vb-cooking-food-spill-boiling-over-unantended-evdp9craximg2l945_6.mp4,boiling,frying,frying/vb-cooking-food-spill-boiling-over-unantended-evdp9craximg2l945_6.tfrecord
180,barking/yt-B4mhZ4TzD9Y_149.mp4,barking,barking,barking/yt-B4mhZ4TzD9Y_149.tfrecord
181,filling/getty_R-combine-harvesters-manufactured-by-claas-kgaa-drive-through-a-wheat-video-id544040316_27.mp4,filling,pouring,pouring/getty_R-combine-harvesters-manufactured-by-claas-kgaa-drive-through-a-wheat-video-id544040316_27.tfrecord
182,blowing/yt-5itJJ6yI17M_345.mp4,blowing,inflating,inflating/yt-5itJJ6yI17M_345.tfrecord
183,mowing/getty-worker-cutting-video-id501798985_5.mp4,mowing,mowing,mowing/getty-worker-cutting-video-id501798985_5.tfrecord
184,tapping/yt-hso5h4MEtC8_6.mp4,tapping,tapping,tapping/yt-hso5h4MEtC8_6.tfrecord
185,swimming/yt-9TYkOGmFrU4_37.mp4,swimming,diving,diving/yt-9TYkOGmFrU4_37.tfrecord
186,dripping/getty-hdraining-water-drop-dawn-the-glass-video-id481684788_22.mp4,dripping,raining,raining/getty-hdraining-water-drop-dawn-the-glass-video-id481684788_22.tfrecord
187,filling/getty_R-champagne-bottle-pouring-liquid-at-slow-motion-video-id640538376_5.mp4,filling,pouring,pouring/getty_R-champagne-bottle-pouring-liquid-at-slow-motion-video-id640538376_5.tfrecord
188,pouring/getty-chocolate-spill-vertido-de-choco-video-id472553941_16.mp4,pouring,pouring,pouring/getty-chocolate-spill-vertido-de-choco-video-id472553941_16.tfrecord
189,vacuuming/vine-My-little-bro-vacuuming-for-the-first-time-hXzzWdVIBl9_2.mp4,vacuuming,vacuuming,vacuuming/vine-My-little-bro-vacuuming-for-the-first-time-hXzzWdVIBl9_2.tfrecord
190,barking/yt-qAtHgAng9ak_13.mp4,barking,barking,barking/yt-qAtHgAng9ak_13.tfrecord
191,barking/vine-The-Howling-Part-1-Sophie-is-a-howler-Mh7i2Z5vXOm_2.mp4,barking,barking,barking/vine-The-Howling-Part-1-Sophie-is-a-howler-Mh7i2Z5vXOm_2.tfrecord
192,laughing/yt-iq50BTjtQjM_19.mp4,laughing,giggling,giggling/yt-iq50BTjtQjM_19.tfrecord
193,sneezing/giphy-LmZdEjQ2fzb32_0.mp4,sneezing,sneezing,sneezing/giphy-LmZdEjQ2fzb32_0.tfrecord
194,mowing/yt-AXsAEVjVrGY_45.mp4,mowing,mowing,mowing/yt-AXsAEVjVrGY_45.tfrecord
